Date,Pnl
2/25/19 3:00,0.000611674
2/25/19 4:00,-0.000122595
2/25/19 5:00,-0.000329774
2/25/19 6:00,0.00040938
2/25/19 7:00,-0.000464161
2/25/19 8:00,0.000322331
2/25/19 9:00,0.000313492
2/25/19 10:00,-4.55471E-06
2/25/19 11:00,0.000623338
2/25/19 12:00,-0.00113658
2/25/19 13:00,0.00040954
2/25/19 14:00,0.000390658
2/25/19 15:00,0.000716473
2/25/19 16:00,-3.13304E-06
2/25/19 17:00,-0.00066087
2/25/19 18:00,0.000406736
2/25/19 19:00,0.000319167
2/25/19 20:00,-2.46291E-05
2/25/19 21:00,-0.000116733
2/25/19 22:00,0.000283724
2/25/19 23:00,0.000177053
2/26/19 0:00,-5.5523E-05
2/26/19 1:00,-0.00074694
2/26/19 2:00,-0.000292595
2/26/19 3:00,-2.91726E-05
2/26/19 4:00,-1.3386E-06
2/26/19 5:00,7.15608E-05
2/26/19 6:00,0.000169412
2/26/19 7:00,-0.00043513
2/26/19 8:00,0.000376668
2/26/19 9:00,0.000662185
2/26/19 10:00,-0.00073487
2/26/19 11:00,-0.000347974
2/26/19 12:00,-1.23705E-05
2/26/19 13:00,0.000407596
2/26/19 14:00,0.00017945
2/26/19 15:00,-7.44628E-06
2/26/19 16:00,0.000149398
2/26/19 17:00,2.19024E-05
2/26/19 18:00,-0.000173384
2/26/19 19:00,0.001041716
2/26/19 20:00,-0.000188573
2/26/19 21:00,-3.77312E-05
2/26/19 22:00,0.000293268
2/26/19 23:00,-1.9587E-05
2/27/19 0:00,0.000109261
2/27/19 1:00,-0.000342186
2/27/19 2:00,5.5154E-05
2/27/19 3:00,-0.000557604
2/27/19 4:00,-2.36338E-05
2/27/19 5:00,-0.000135091
2/27/19 6:00,0.000216221
2/27/19 7:00,-0.000387575
2/27/19 8:00,0.000979208
2/27/19 9:00,6.10488E-06
2/27/19 10:00,-0.000117697
2/27/19 11:00,-0.00037133
2/27/19 12:00,0.000409346
2/27/19 13:00,0.000230003
2/27/19 14:00,0.000528686
2/27/19 15:00,-0.000779054
2/27/19 16:00,0.000577811
2/27/19 17:00,-0.000208664
2/27/19 18:00,3.19151E-05
2/27/19 19:00,-6.71898E-05
2/27/19 20:00,2.23386E-05
2/27/19 21:00,0.000119554
2/27/19 22:00,-0.000278392
2/27/19 23:00,0.000112308
2/28/19 0:00,-0.000793002
2/28/19 1:00,-0.001548869
2/28/19 2:00,0.000122086
2/28/19 3:00,-0.000292345
2/28/19 4:00,3.3868E-07
2/28/19 5:00,-0.000117368
2/28/19 6:00,-0.000520451
2/28/19 7:00,-0.000765856
2/28/19 8:00,-9.6286E-05
2/28/19 9:00,-0.000390515
2/28/19 10:00,-0.000515079
2/28/19 11:00,0.000265249
2/28/19 12:00,-2.52408E-05
2/28/19 13:00,0.004095946
2/28/19 14:00,-0.000213584
2/28/19 15:00,-0.002932656
2/28/19 16:00,0.000460618
2/28/19 17:00,-0.000113074
2/28/19 18:00,8.15222E-05
2/28/19 19:00,-8.2743E-05
2/28/19 20:00,0.000201295
2/28/19 21:00,-0.000253957
2/28/19 22:00,3.35549E-05
2/28/19 23:00,-3.04405E-05
3/1/19 0:00,0.000591141
3/1/19 1:00,-1.87153E-05
3/1/19 2:00,0.0008446
3/1/19 3:00,8.74204E-05
3/1/19 4:00,8.53747E-05
3/1/19 5:00,3.20131E-05
3/1/19 6:00,-0.000381423
3/1/19 7:00,0.000557516
3/1/19 8:00,0.000138594
3/1/19 9:00,0.000336144
3/1/19 10:00,0.000352995
3/1/19 11:00,-0.000298157
3/1/19 12:00,0.000365953
3/1/19 13:00,-0.001114489
3/1/19 14:00,0.000298177
3/1/19 15:00,0.000252748
3/1/19 16:00,0.000224734
3/1/19 17:00,4.63312E-05
3/1/19 18:00,-0.000122138
3/1/19 19:00,-4.43816E-05
3/1/19 20:00,6.82634E-05
3/1/19 21:00,0.000123524
3/3/19 18:00,-0.000989947
3/3/19 19:00,-0.000224002
3/3/19 20:00,0.001453971
3/3/19 21:00,-0.000216723
3/3/19 22:00,-0.000220093
3/3/19 23:00,-0.000459736
3/4/19 0:00,0.000319564
3/4/19 1:00,0.000139797
3/4/19 2:00,6.68857E-05
3/4/19 3:00,0.001988956
3/4/19 4:00,0.000128775
3/4/19 5:00,-0.000115205
3/4/19 6:00,7.00089E-05
3/4/19 7:00,9.19022E-05
3/4/19 8:00,0.000370092
3/4/19 9:00,-0.000633462
3/4/19 10:00,-0.000352956
3/4/19 11:00,-0.00038614
3/4/19 12:00,-0.001042215
3/4/19 13:00,8.6805E-05
3/4/19 14:00,1.45836E-05
3/4/19 15:00,-0.000600521
3/4/19 16:00,-8.50417E-05
3/4/19 17:00,5.75631E-05
3/4/19 18:00,0.000210509
3/4/19 19:00,-0.000152458
3/4/19 20:00,-2.37728E-05
3/4/19 21:00,-5.37194E-05
3/4/19 22:00,-2.6902E-05
3/4/19 23:00,0.000180401
3/5/19 0:00,0.000699084
3/5/19 1:00,-9.2133E-05
3/5/19 2:00,0.000613534
3/5/19 3:00,-0.001501349
3/5/19 4:00,0.000147926
3/5/19 5:00,-2.63178E-05
3/5/19 6:00,-0.000276889
3/5/19 7:00,0.000401689
3/5/19 8:00,-0.001084902
3/5/19 9:00,-0.000189066
3/5/19 10:00,4.9897E-05
3/5/19 11:00,0.000358467
3/5/19 12:00,6.94861E-05
3/5/19 13:00,-0.0001178
3/5/19 14:00,-4.84401E-05
3/5/19 15:00,0.001436847
3/5/19 16:00,-0.000295519
3/5/19 17:00,-0.000462231
3/5/19 18:00,-0.000553118
3/5/19 19:00,-9.68652E-05
3/5/19 20:00,-9.18197E-05
3/5/19 21:00,-3.78728E-05
3/5/19 22:00,-0.000291466
3/5/19 23:00,0.000482276
3/6/19 0:00,0.003700949
3/6/19 1:00,-7.28603E-05
3/6/19 2:00,0.000920489
3/6/19 3:00,-0.000140363
3/6/19 4:00,7.48389E-05
3/6/19 5:00,-6.45737E-05
3/6/19 6:00,-7.34235E-05
3/6/19 7:00,-0.000114199
3/6/19 8:00,-7.82179E-05
3/6/19 9:00,0.000242921
3/6/19 10:00,6.66823E-05
3/6/19 11:00,0.000249035
3/6/19 12:00,4.54321E-05
3/6/19 13:00,-4.6301E-05
3/6/19 14:00,0.000402172
3/6/19 15:00,-0.000488023
3/6/19 16:00,-0.000528859
3/6/19 17:00,-2.11374E-05
3/6/19 18:00,1.14044E-05
3/6/19 19:00,-0.00024513
3/6/19 20:00,4.86219E-06
3/6/19 21:00,-0.000119598
3/6/19 22:00,-0.000888089
3/6/19 23:00,2.8144E-05
3/7/19 0:00,-0.001237495
3/7/19 1:00,-0.000210606
